School,Student_ID,Name,Sex,Class,Section,Attendance_Percentage,Homework_Completed,Parental_Education,Study_Hours_Per_Week,Failures,Extra_Curricular,Participation_Score,Teacher_Rating,Discipline_Issues,Late_Submissions,Previous_Grade_1,Previous_Grade_2,Final_Grade
GPM,S7158,Pooja Menon,M,1,A,95,1,4,13,2,0,2,4,3,1,50,85,75
GPM,S9838,Rajat Patel,M,1,A,57,1,2,14,1,0,6,2,3,9,80,25,100
GPM,S8230,Pooja Menon,M,1,A,95,1,4,13,2,0,2,4,3,1,50,85,75
GPM,S8377,Pranav Nair,M,1,A,50,0,2,16,0,1,1,4,5,5,40,50,30
GPM,S9887,Pooja Bose,F,1,A,58,1,3,14,0,1,10,3,0,2,55,100,75
GPM,S5496,Laksh Nair,F,1,A,52,1,2,10,0,0,9,2,1,9,50,40,45
GPM,S9497,Krishna Reddy,F,1,A,74,1,1,5,1,1,9,1,3,9,90,75,75
GPM,S4766,Meera Reddy,M,1,B,80,1,3,20,2,1,9,4,5,10,25,80,90
GPM,S5121,Tanmay Thakur,F,1,B,55,1,3,8,0,1,7,2,4,2,45,85,35
GPM,S5440,Ishaan Iyer,M,1,B,57,1,4,13,2,0,10,4,2,9,30,45,45
GPM,S5473,Zara Chopra,F,1,B,73,1,1,19,0,1,1,2,0,9,85,30,60
GPM,S7466,Laksh Chopra,F,1,B,72,1,1,5,2,1,8,3,5,6,55,40,30
GPM,S5033,Pranav Chopra,M,1,B,75,0,3,5,1,0,6,3,1,6,50,70,35
GPM,S7023,Ishaan Jain,F,1,B,62,0,3,13,0,1,7,3,0,4,60,60,65
GPM,S6856,Bhavya Verma,M,1,B,83,0,1,7,1,0,10,2,2,2,55,100,85
GPM,S9225,Pooja Patel,F,1,B,83,1,4,14,2,1,4,3,2,1,50,50,60
GPM,S5812,Riya Thakur,M,1,B,75,0,3,5,1,0,6,3,1,6,50,70,35
GPM,S7363,Bhavya Mukherjee,F,1,B,87,0,1,17,1,1,7,1,5,10,95,100,25
GPM,S9105,Pooja Sharma,M,1,B,98,0,2,6,1,1,8,5,5,9,65,30,45
GPM,S5301,Pooja Iyer,M,1,B,73,1,1,19,0,1,1,2,0,9,85,30,60
GPM,S8948,Meera Bose,F,1,B,57,0,3,12,2,0,3,3,5,7,25,45,80
GPM,S6867,Laksh Singh,F,1,B,98,0,2,6,1,1,8,5,5,9,65,30,45
GPM,S5955,Riya Kapoor,F,1,B,85,0,1,13,1,0,2,5,3,10,40,95,100
GPM,S5735,Laksh Yadav,M,1,B,89,1,1,10,0,1,3,5,4,0,70,30,40
GPM,S4648,Pranav Nair,M,1,B,53,0,4,20,2,0,8,4,5,2,80,45,35
GPM,S5014,Krishna Verma,F,1,B,98,1,2,13,0,0,9,2,4,2,65,65,40
GPM,S9454,Rajat Mehta,M,1,B,62,0,3,13,0,1,7,3,0,4,60,60,65
GPM,S6273,Bhavya Tripathi,M,1,B,83,0,1,7,1,0,10,2,2,2,55,100,85
GPM,S4901,Tanmay Bhatia,F,1,B,72,1,1,5,2,1,8,3,5,6,55,40,30
GPM,S8424,Ved Thakur,M,1,B,75,0,2,11,0,1,10,2,1,1,70,80,55
GPM,S4547,Aarav Mehta,F,1,B,62,0,3,13,0,1,7,3,0,4,60,60,65
GPM,S6656,Pranav Kapoor,M,1,B,89,0,1,16,0,0,10,5,2,5,95,80,25
GPM,S8353,Meera Bose,M,1,B,73,1,1,19,0,1,1,2,0,9,85,30,60
GPM,S7900,Nisha Iyer,M,1,B,62,0,3,13,0,1,7,3,0,4,60,60,65
GPM,S6602,Dev Singh,M,1,B,60,0,4,13,1,0,2,5,1,6,100,45,85
GPM,S9267,Krishna Kapoor,F,1,B,85,0,1,13,1,0,2,5,3,10,40,95,100
GPM,S5872,Dev Menon,F,1,B,63,0,3,17,0,1,6,2,3,3,30,90,50
GPM,S7285,Ved Verma,F,1,B,75,0,2,11,0,1,10,2,1,1,70,80,55
GPM,S8196,Sanya Das,F,1,B,98,1,2,13,0,0,9,2,4,2,65,65,40
GPM,S5277,Laksh Mehta,M,1,B,83,0,1,7,1,0,10,2,2,2,55,100,85
GPM,S9770,Riya Gupta,M,1,B,62,0,3,13,0,1,7,3,0,4,60,60,65
GPM,S5500,Kavya Tripathi,M,1,B,51,1,4,14,0,0,9,4,4,6,35,40,45
GPM,S9501,Aryan Nair,M,1,B,85,0,4,12,1,1,6,1,2,7,90,25,85
GPM,S9023,Tanmay Verma,M,1,B,85,0,4,12,1,1,6,1,2,7,90,25,85
GPM,S8166,Krishna Iyer,M,1,B,53,0,4,20,2,0,8,4,5,2,80,45,35
GPM,S6695,Zara Iyer,F,1,B,76,0,4,13,0,0,1,3,4,1,70,95,30
GPM,S8924,Riya Verma,M,1,B,93,1,2,10,0,0,5,4,3,5,90,100,60
GPM,S6214,Rajat Gupta,F,1,B,57,1,4,13,2,0,10,4,2,9,30,45,45
GPM,S5104,Riya Mehta,M,1,B,80,1,2,9,2,1,6,4,0,2,60,45,60
GPM,S7578,Ved Singh,F,1,B,83,1,1,17,2,0,8,5,2,4,65,60,45
GPM,S9660,Zara Thakur,M,1,B,60,0,4,13,1,0,2,5,1,6,100,45,85
GPM,S8628,Rajat Mukherjee,M,1,B,53,0,1,8,0,0,5,2,4,10,65,50,40
GPM,S9170,Aryan Das,F,1,B,89,0,1,16,0,0,10,5,2,5,95,80,25
GPM,S5910,Rajat Das,F,1,B,63,0,3,17,0,1,6,2,3,3,30,90,50
GPM,S7442,Bhavya Mukherjee,F,1,B,87,0,1,17,1,1,7,1,5,10,95,100,25
GPM,S4892,Aditi Singh,M,1,B,89,0,1,16,0,0,10,5,2,5,95,80,25
GPM,S6838,Diya Iyer,F,1,B,76,0,4,13,0,0,1,3,4,1,70,95,30
GPM,S6275,Ved Tripathi,M,1,B,75,0,3,5,1,0,6,3,1,6,50,70,35
GPM,S8749,Meera Bose,F,1,B,94,0,1,16,1,0,1,5,3,6,75,30,100
GPM,S9879,Meera Chopra,M,1,B,53,0,4,20,2,0,8,4,5,2,80,45,35
GPM,S5058,Tanmay Kapoor,M,1,B,83,1,4,14,2,1,4,3,2,1,50,50,60
GPM,S9154,Pooja Tripathi,F,1,B,85,0,4,12,1,1,6,1,2,7,90,25,85
GPM,S9869,Tanmay Sharma,M,1,B,63,0,3,17,0,1,6,2,3,3,30,90,50
GPM,S6483,Ved Menon,F,1,C,98,1,4,17,0,0,9,3,0,9,100,40,65
GPM,S4585,Zara Mehta,F,1,C,50,1,4,5,0,0,8,4,5,5,55,50,70
GPM,S8819,Rajat Yadav,F,1,C,79,1,4,12,0,0,3,5,0,8,85,45,75
GPM,S7903,Krishna Nair,M,1,C,83,0,2,7,1,1,2,3,5,4,80,50,25
GPM,S7606,Aryan Verma,F,1,C,97,1,1,7,1,0,1,4,4,8,90,70,45
GPM,S9435,Rajat Menon,F,1,C,52,0,2,12,2,1,6,3,5,7,85,35,70
GPM,S9221,Diya Kapoor,M,1,C,53,0,1,15,0,1,3,4,3,3,30,70,50
GPM,S8589,Pranav Bhatia,F,1,C,57,0,3,5,0,0,3,1,4,1,100,60,45
GPM,S4531,Nisha Gupta,F,1,C,73,1,2,20,0,0,5,3,4,0,65,65,25
GPM,S4432,Rajat Bhatia,M,1,C,52,0,3,13,0,0,4,3,5,9,65,95,35
GPM,S5513,Kavya Bhatia,F,1,C,72,0,2,8,2,0,5,1,3,10,55,65,100
GPM,S6550,Krishna Nair,F,1,C,57,0,3,5,0,0,3,1,4,1,100,60,45
GPM,S7678,Ved Yadav,M,1,C,50,1,4,5,0,0,8,4,5,5,55,50,70
GPM,S8316,Meera Reddy,F,1,C,71,0,3,10,2,1,1,4,2,8,95,75,50
GPM,S6893,Sanya Yadav,M,1,C,97,1,1,7,1,0,1,4,4,8,90,70,45
GPM,S4826,Aarav Mehta,F,1,C,52,0,3,13,0,0,4,3,5,9,65,95,35
GPM,S4537,Dev Nair,F,1,C,53,0,1,15,0,1,3,4,3,3,30,70,50
GPM,S6534,Bhavya Reddy,F,1,C,73,1,2,20,0,0,5,3,4,0,65,65,25
GPM,S9242,Aditi Patel,M,1,C,98,1,4,17,0,0,9,3,0,9,100,40,65
GPM,S9700,Aryan Sharma,M,1,C,51,1,3,11,0,0,2,1,4,0,25,60,70
GPM,S8917,Zara Reddy,F,1,C,83,0,2,7,1,1,2,3,5,4,80,50,25
GPM,S4911,Zara Jain,M,1,C,71,1,2,14,1,0,8,1,4,1,80,85,65
GPM,S7938,Meera Reddy,F,1,C,71,0,3,10,2,1,1,4,2,8,95,75,50
GPM,S7778,Meera Reddy,F,1,C,71,0,3,10,2,1,1,4,2,8,95,75,50
GPM,S5853,Rajat Yadav,F,1,C,79,1,4,12,0,0,3,5,0,8,85,45,75
GPM,S5745,Sanya Yadav,M,1,C,97,1,1,7,1,0,1,4,4,8,90,70,45
GPM,S7236,Ved Menon,F,1,C,98,1,4,17,0,0,9,3,0,9,100,40,65
GPM,S5601,Nisha Gupta,F,1,C,73,1,2,20,0,0,5,3,4,0,65,65,25
GPM,S8041,Meera Reddy,F,1,C,71,0,3,10,2,1,1,4,2,8,95,75,50
GPM,S8943,Zara Jain,M,1,C,71,1,2,14,1,0,8,1,4,1,80,85,65
GPM,S9585,Zara Reddy,F,1,C,83,0,2,7,1,1,2,3,5,4,80,50,25
GPM,S9131,Bhavya Reddy,F,1,C,73,1,2,20,0,0,5,3,4,0,65,65,25
GPM,S9142,Bhavya Reddy,F,1,C,73,1,2,20,0,0,5,3,4,0,65,65,25
GPM,S6091,Rajat Menon,F,1,C,52,0,2,12,2,1,6,3,5,7,85,35,70
GPM,S9629,Rajat Menon,F,1,C,52,0,2,12,2,1,6,3,5,7,85,35,70
GPM,S8189,Aryan Verma,F,1,C,97,1,1,7,1,0,1,4,4,8,90,70,45
GPM,S5759,Krishna Nair,M,1,C,83,0,2,7,1,1,2,3,5,4,80,50,25
GPM,S6689,Diya Kapoor,M,1,C,53,0,1,15,0,1,3,4,3,3,30,70,50
GPM,S6839,Zara Reddy,F,1,C,83,0,2,7,1,1,2,3,5,4,80,50,25
GPM,S5267,Ved Menon,F,1,C,98,1,4,17,0,0,9,3,0,9,100,40,65
GPM,S5681,Diya Kapoor,M,1,C,53,0,1,15,0,1,3,4,3,3,30,70,50
GPM,S4886,Krishna Nair,F,1,C,57,0,3,5,0,0,3,1,4,1,100,60,45
GPM,S4821,Meera Reddy,F,1,C,71,0,3,10,2,1,1,4,2,8,95,75,50
GPM,S7672,Aryan Sharma,M,1,C,51,1,3,11,0,0,2,1,4,0,25,60,70
GPM,S8167,Diya Kapoor,M,1,C,53,0,1,15,0,1,3,4,3,3,30,70,50
GPM,S6830,Diya Kapoor,M,1,C,53,0,1,15,0,1,3,4,3,3,30,70,50
GPM,S7230,Zara Jain,M,1,C,71,1,2,14,1,0,8,1,4,1,80,85,65
GPM,S8587,Rajat Menon,F,1,C,52,0,2,12,2,1,6,3,5,7,85,35,70
GPM,S4945,Meera Reddy,F,1,C,71,0,3,10,2,1,1,4,2,8,95,75,50
GPM,S8893,Dev Nair,F,1,C,53,0,1,15,0,1,3,4,3,3,30,70,50
GPM,S4366,Aryan Sharma,M,1,C,51,1,3,11,0,0,2,1,4,0,25,60,70
GPM,S9835,Diya Kapoor,M,1,C,53,0,1,15,0,1,3,4,3,3,30,70,50
GPM,S6131,Aditi Patel,M,1,C,98,1,4,17,0,0,9,3,0,9,100,40,65
GPM,S7326,Aryan Sharma,M,1,C,51,1,3,11,0,0,2,1,4,0,25,60,70
GPM,S7215,Nisha Gupta,F,1,C,73,1,2,20,0,0,5,3,4,0,65,65,25
GPM,S4489,Zara Reddy,F,1,C,83,0,2,7,1,1,2,3,5,4,80,50,25
GPM,S5451,Rajat Yadav,F,1,C,79,1,4,12,0,0,3,5,0,8,85,45,75
GPM,S9206,Riya Mukherjee,F,1,D,50,0,1,14,2,0,10,2,5,3,80,60,55
GPM,S8204,Krishna Bhatia,F,1,D,88,1,2,10,0,1,4,5,0,9,55,100,60
GPM,S8720,Meera Mukherjee,F,1,D,88,1,2,17,2,0,6,3,5,4,60,50,95
GPM,S7884,Ishaan Tripathi,F,1,D,50,0,4,13,0,1,4,4,1,4,80,25,75
GPM,S6546,Meera Sharma,M,1,D,72,1,2,18,0,1,10,4,5,0,90,45,50
GPM,S9909,Ishaan Chopra,F,1,D,50,0,1,14,2,0,10,2,5,3,80,60,55
GPM,S5995,Ishaan Das,M,1,D,78,0,2,7,2,1,8,3,1,6,55,40,100
GPM,S7484,Riya Sharma,F,1,D,77,1,4,18,2,0,3,4,4,0,80,90,70
GPM,S7726,Pooja Patel,M,1,D,99,0,1,17,1,1,5,2,3,3,45,80,70
GPM,S4761,Rajat Kapoor,M,1,D,76,1,2,11,1,1,6,5,4,3,60,30,30
GPM,S8796,Zara Mukherjee,F,1,D,76,1,2,11,1,1,6,5,4,3,60,30,30
GPM,S8742,Pranav Tripathi,F,1,D,96,1,4,11,2,0,4,4,1,9,35,100,40
GPM,S9724,Krishna Das,M,1,D,62,0,4,9,0,0,2,3,5,3,60,50,60
GPM,S6454,Krishna Bhatia,M,1,D,94,0,1,20,1,1,9,5,0,1,75,45,35
GPM,S6949,Ishaan Jain,F,1,D,50,0,4,13,0,1,4,4,1,4,80,25,75
GPM,S7443,Kavya Tripathi,F,1,D,91,1,2,9,1,1,10,5,4,2,90,95,90
GPM,S5402,Ved Tripathi,F,1,D,62,0,4,9,0,0,2,3,5,3,60,50,60
GPM,S9354,Diya Bose,F,1,D,50,0,4,13,0,1,4,4,1,4,80,25,75
GPM,S5979,Meera Kapoor,F,1,D,50,0,4,13,0,1,4,4,1,4,80,25,75
GPM,S7283,Tanmay Singh,M,1,D,78,0,2,7,2,1,8,3,1,6,55,40,100
GPM,S9315,Tanmay Bhatia,F,1,D,93,0,1,13,0,0,9,4,1,1,70,25,65
GPM,S4672,Tanmay Singh,M,1,D,71,1,4,8,1,0,10,5,2,7,80,35,50
GPM,S5564,Zara Iyer,F,1,D,77,1,4,18,2,0,3,4,4,0,80,90,70
GPM,S7351,Pooja Yadav,F,1,D,100,0,1,16,1,0,1,5,0,7,30,80,25
GPM,S7114,Zara Sharma,F,1,D,99,0,1,17,1,1,5,2,3,3,45,80,70
GPM,S9136,Pranav Tripathi,F,1,D,96,1,4,11,2,0,4,4,1,9,35,100,40
GPM,S4506,Tanmay Bhatia,F,1,D,93,0,1,13,0,0,9,4,1,1,70,25,65
GPM,S7176,Zara Sharma,F,1,D,99,0,1,17,1,1,5,2,3,3,45,80,70
GPM,S5734,Ishaan Das,M,1,D,78,0,2,7,2,1,8,3,1,6,55,40,100
GPM,S8937,Pooja Patel,M,1,D,99,0,1,17,1,1,5,2,3,3,45,80,70
GPM,S9647,Meera Mukherjee,F,1,D,88,1,2,17,2,0,6,3,5,4,60,50,95
GPM,S5617,Ishaan Tripathi,F,1,D,50,0,4,13,0,1,4,4,1,4,80,25,75
GPM,S7480,Pooja Patel,M,1,D,99,0,1,17,1,1,5,2,3,3,45,80,70
GPM,S4992,Tanmay Bhatia,F,1,D,93,0,1,13,0,0,9,4,1,1,70,25,65
GPM,S4792,Krishna Das,M,1,D,62,0,4,9,0,0,2,3,5,3,60,50,60
GPM,S8550,Pooja Yadav,F,1,D,100,0,1,16,1,0,1,5,0,7,30,80,25
GPM,S6720,Rajat Kapoor,M,1,D,76,1,2,11,1,1,6,5,4,3,60,30,30
GPM,S5775,Ishaan Chopra,F,1,D,50,0,1,14,2,0,10,2,5,3,80,60,55
GPM,S6072,Pooja Patel,M,1,D,99,0,1,17,1,1,5,2,3,3,45,80,70
GPM,S5070,Rajat Kapoor,M,1,D,76,1,2,11,1,1,6,5,4,3,60,30,30
GPM,S6716,Meera Sharma,M,1,D,72,1,2,18,0,1,10,4,5,0,90,45,50
GPM,S9746,Pooja Yadav,F,1,D,100,0,1,16,1,0,1,5,0,7,30,80,25
GPM,S5915,Riya Mukherjee,F,1,D,50,0,1,14,2,0,10,2,5,3,80,60,55
GPM,S6928,Zara Sharma,F,1,D,99,0,1,17,1,1,5,2,3,3,45,80,70
GPM,S8083,Diya Bose,F,1,D,50,0,4,13,0,1,4,4,1,4,80,25,75
GPM,S9074,Meera Sharma,M,1,D,72,1,2,18,0,1,10,4,5,0,90,45,50
GPM,S8717,Diya Bose,F,1,D,50,0,4,13,0,1,4,4,1,4,80,25,75
GPM,S7642,Meera Sharma,M,1,D,72,1,2,18,0,1,10,4,5,0,90,45,50
GPM,S4480,Rajat Kapoor,M,1,D,76,1,2,11,1,1,6,5,4,3,60,30,30
GPM,S7169,Pooja Patel,M,1,D,99,0,1,17,1,1,5,2,3,3,45,80,70
GPM,S6746,Riya Sharma,F,1,D,77,1,4,18,2,0,3,4,4,0,80,90,70
GPM,S4558,Tanmay Bhatia,F,1,D,93,0,1,13,0,0,9,4,1,1,70,25,65
GPM,S5656,Krishna Bhatia,F,1,D,88,1,2,10,0,1,4,5,0,9,55,100,60
GPM,S9813,Meera Kapoor,F,1,D,50,0,4,13,0,1,4,4,1,4,80,25,75
GPM,S4718,Riya Sharma,F,1,D,77,1,4,18,2,0,3,4,4,0,80,90,70
GPM,S4370,Pooja Patel,M,1,D,99,0,1,17,1,1,5,2,3,3,45,80,70
GPM,S8330,Tanmay Bose,F,2,A,91,1,2,13,1,0,1,4,1,4,70,85,40
GPM,S5245,Bhavya Das,M,2,A,95,1,4,13,2,0,2,4,3,1,50,85,75
GPM,S5201,Kavya Yadav,M,2,A,51,1,1,8,2,1,3,1,5,2,60,75,50
GPM,S6958,Ved Gupta,F,2,A,99,0,3,11,0,0,1,5,4,9,85,80,85
GPM,S5935,Aarav Verma,M,2,A,50,0,2,16,0,1,1,4,5,5,40,50,30
GPM,S7908,Meera Nair,M,2,A,59,0,3,12,1,1,3,1,0,1,55,100,95
GPM,S7138,Zara Mehta,M,2,A,51,0,2,18,1,1,3,4,0,3,95,55,30
GPM,S8115,Aditi Reddy,M,2,A,58,1,3,14,0,1,10,3,0,2,55,100,75
GPM,S8661,Pranav Patel,F,2,A,52,1,2,10,0,0,9,2,1,9,50,40,45
GPM,S9797,Laksh Patel,F,2,A,50,0,2,16,0,1,1,4,5,5,40,50,30
GPM,S8912,Rajat Thakur,F,2,A,59,0,3,12,1,1,3,1,0,1,55,100,95
GPM,S9673,Pranav Thakur,F,2,A,63,1,3,19,2,0,5,1,0,5,40,70,40
GPM,S5791,Krishna Gupta,F,2,A,51,0,2,18,1,1,3,4,0,3,95,55,30
GPM,S7581,Pooja Mehta,M,2,A,52,1,2,10,0,0,9,2,1,9,50,40,45
GPM,S6646,Aryan Mehta,M,2,A,62,0,2,11,1,1,9,2,1,8,90,40,35
GPM,S6071,Aryan Thakur,M,2,A,58,1,3,5,2,0,7,1,1,8,30,95,85
GPM,S9043,Ishaan Yadav,M,2,A,50,0,2,16,0,1,1,4,5,5,40,50,30
GPM,S4813,Aryan Tripathi,M,2,A,91,1,2,13,1,0,1,4,1,4,70,85,40
GPM,S9077,Laksh Iyer,F,2,A,69,0,1,19,0,0,6,4,1,7,100,60,25
GPM,S4622,Kavya Mukherjee,M,2,A,80,0,2,6,1,1,8,5,1,9,65,80,70
GPM,S7260,Diya Yadav,F,2,A,56,1,3,8,2,0,10,5,1,9,100,50,60
GPM,S8131,Kavya Yadav,M,2,A,70,1,2,17,1,1,2,1,3,6,80,95,100
GPM,S7707,Aarav Yadav,F,2,A,74,1,1,5,1,1,9,1,3,9,90,75,75
GPM,S6231,Zara Nair,M,2,A,59,0,3,12,1,1,3,1,0,1,55,100,95
GPM,S7447,Zara Kapoor,M,2,A,83,0,4,14,2,0,5,3,0,3,35,45,65
GPM,S9763,Dev Mukherjee,F,2,A,80,0,2,6,1,1,8,5,1,9,65,80,70
GPM,S4591,Meera Kapoor,F,2,A,50,0,2,16,0,1,1,4,5,5,40,50,30
GPM,S5719,Ishaan Jain,M,2,A,83,0,4,14,2,0,5,3,0,3,35,45,65
GPM,S8468,Dev Iyer,F,2,A,62,0,2,11,1,1,9,2,1,8,90,40,35
GPM,S9367,Rajat Kapoor,F,2,A,69,0,1,19,0,0,6,4,1,7,100,60,25
GPM,S7303,Aryan Tripathi,M,2,A,56,1,3,8,2,0,10,5,1,9,100,50,60
GPM,S5640,Aryan Tripathi,M,2,A,91,1,2,13,1,0,1,4,1,4,70,85,40
GPM,S6201,Dev Iyer,F,2,A,62,0,2,11,1,1,9,2,1,8,90,40,35
GPM,S4661,Aarav Yadav,F,2,A,74,1,1,5,1,1,9,1,3,9,90,75,75
GPM,S8772,Ved Gupta,F,2,A,99,0,3,11,0,0,1,5,4,9,85,80,85
GPM,S5395,Rajat Thakur,F,2,A,59,0,3,12,1,1,3,1,0,1,55,100,95
GPM,S7508,Aryan Tripathi,M,2,A,56,1,3,8,2,0,10,5,1,9,100,50,60
GPM,S7961,Aarav Verma,M,2,A,50,0,2,16,0,1,1,4,5,5,40,50,30
GPM,S9827,Dev Mukherjee,F,2,A,80,0,2,6,1,1,8,5,1,9,65,80,70
GPM,S7344,Laksh Patel,F,2,A,50,0,2,16,0,1,1,4,5,5,40,50,30
GPM,S9703,Zara Kapoor,M,2,A,83,0,4,14,2,0,5,3,0,3,35,45,65
GPM,S7670,Aarav Verma,M,2,A,50,0,2,16,0,1,1,4,5,5,40,50,30
GPM,S5419,Krishna Gupta,F,2,A,51,0,2,18,1,1,3,4,0,3,95,55,30
GPM,S9438,Kavya Yadav,M,2,A,70,1,2,17,1,1,2,1,3,6,80,95,100
GPM,S5075,Ishaan Jain,M,2,A,83,0,4,14,2,0,5,3,0,3,35,45,65
GPM,S6413,Kavya Mukherjee,M,2,A,80,0,2,6,1,1,8,5,1,9,65,80,70
GPM,S9035,Kavya Yadav,M,2,A,70,1,2,17,1,1,2,1,3,6,80,95,100
GPM,S4750,Aryan Thakur,M,2,A,58,1,3,5,2,0,7,1,1,8,30,95,85
GPM,S8538,Zara Kapoor,M,2,A,83,0,4,14,2,0,5,3,0,3,35,45,65
GPM,S6818,Laksh Iyer,F,2,A,69,0,1,19,0,0,6,4,1,7,100,60,25
GPM,S6551,Aryan Tripathi,M,2,A,56,1,3,8,2,0,10,5,1,9,100,50,60
GPM,S5536,Ishaan Yadav,M,2,A,50,0,2,16,0,1,1,4,5,5,40,50,30
GPM,S7528,Kavya Mukherjee,M,2,A,80,0,2,6,1,1,8,5,1,9,65,80,70
GPM,S8526,Aryan Thakur,M,2,A,58,1,3,5,2,0,7,1,1,8,30,95,85
GPM,S6824,Ved Gupta,F,2,A,99,0,3,11,0,0,1,5,4,9,85,80,85
GPM,S9821,Kavya Yadav,M,2,A,51,1,1,8,2,1,3,1,5,2,60,75,50
GPM,S7105,Zara Mehta,M,2,A,51,0,2,18,1,1,3,4,0,3,95,55,30
GPM,S7552,Ved Gupta,F,2,A,99,0,3,11,0,0,1,5,4,9,85,80,85
