School,Student_ID,Name,Sex,Class,Section,Attendance_Percentage,Homework_Completed,Parental_Education,Study_Hours_Per_Week,Failures,Extra_Curricular,Participation_Score,Teacher_Rating,Discipline_Issues,Late_Submissions,Previous_Grade_1,Previous_Grade_2,Final_Grade
0,S6360,Laksh Nair,0,0,0,0.040000000000000036,1,1,0.3333333333333333,0,0,0.8888888888888888,0.25,0.2,0.9,0.33333333333333337,0.19999999999999996,45
0,S8442,Pranav Nair,1,0,0,0.0,0,1,0.7333333333333334,0,1,0.0,0.75,1.0,0.5,0.19999999999999996,0.33333333333333337,30
0,S5019,Pranav Gupta,1,0,0,0.8800000000000001,1,2,1.0,2,0,0.1111111111111111,0.5,0.0,0.2,0.1333333333333333,0.1333333333333333,80
0,S6006,Meera Mukherjee,0,0,0,0.9000000000000001,1,3,0.5333333333333334,2,0,0.1111111111111111,0.75,0.6000000000000001,0.1,0.33333333333333337,0.7999999999999999,75
0,S8088,Pooja Menon,1,0,0,0.9000000000000001,1,3,0.5333333333333334,2,0,0.1111111111111111,0.75,0.6000000000000001,0.1,0.33333333333333337,0.7999999999999999,75
0,S6213,Pranav Mehta,0,0,0,0.8200000000000001,1,1,0.5333333333333334,1,0,0.0,0.75,0.2,0.4,0.6,0.7999999999999999,40
0,S5420,Krishna Yadav,0,0,0,0.15999999999999992,1,2,0.0,2,0,0.6666666666666665,0.0,0.2,0.8,0.06666666666666665,0.9333333333333335,85
0,S6386,Laksh Mehta,1,0,0,0.040000000000000036,1,1,0.3333333333333333,0,0,0.8888888888888888,0.25,0.2,0.9,0.33333333333333337,0.19999999999999996,45
0,S7641,Aryan Menon,0,0,0,0.15999999999999992,1,2,0.6000000000000001,0,1,1.0,0.5,0.0,0.2,0.4,1.0,75
0,S6721,Bhavya Mehta,0,0,0,0.040000000000000036,1,1,0.3333333333333333,0,0,0.8888888888888888,0.25,0.2,0.9,0.33333333333333337,0.19999999999999996,45
0,S6929,Laksh Nair,0,0,0,0.3800000000000001,0,0,0.9333333333333333,0,0,0.5555555555555556,0.75,0.2,0.7000000000000001,1.0,0.4666666666666667,25
0,S8597,Kavya Yadav,1,0,0,0.15999999999999992,1,2,0.6000000000000001,0,1,1.0,0.5,0.0,0.2,0.4,1.0,75
0,S6657,Riya Tripathi,1,0,0,0.9000000000000001,1,3,0.5333333333333334,2,0,0.1111111111111111,0.75,0.6000000000000001,0.1,0.33333333333333337,0.7999999999999999,75
0,S5251,Sanya Singh,0,0,0,0.14000000000000012,0,0,0.7333333333333334,0,1,1.0,1.0,1.0,0.5,0.5333333333333333,0.8666666666666668,50
0,S8308,Rajat Patel,1,0,0,0.14000000000000012,1,1,0.6000000000000001,1,0,0.5555555555555556,0.25,0.6000000000000001,0.9,0.7333333333333333,0.0,100
0,S5548,Krishna Reddy,0,0,0,0.48,1,0,0.0,1,1,0.8888888888888888,0.0,0.6000000000000001,0.9,0.8666666666666668,0.6666666666666666,75
0,S5903,Nisha Thakur,0,0,0,0.98,0,2,0.39999999999999997,0,0,0.0,1.0,0.8,0.9,0.7999999999999999,0.7333333333333333,85
0,S8086,Krishna Yadav,0,0,0,0.15999999999999992,1,2,0.0,2,0,0.6666666666666665,0.0,0.2,0.8,0.06666666666666665,0.9333333333333335,85
0,S8143,Rajat Patel,1,0,0,0.14000000000000012,1,1,0.6000000000000001,1,0,0.5555555555555556,0.25,0.6000000000000001,0.9,0.7333333333333333,0.0,100
0,S9015,Pranav Gupta,1,0,0,0.8800000000000001,1,2,1.0,2,0,0.1111111111111111,0.5,0.0,0.2,0.1333333333333333,0.1333333333333333,80
0,S6083,Kavya Yadav,1,0,0,0.15999999999999992,1,2,0.6000000000000001,0,1,1.0,0.5,0.0,0.2,0.4,1.0,75
0,S8657,Sanya Singh,0,0,0,0.14000000000000012,0,0,0.7333333333333334,0,1,1.0,1.0,1.0,0.5,0.5333333333333333,0.8666666666666668,50
0,S9143,Pooja Menon,1,0,0,0.9000000000000001,1,3,0.5333333333333334,2,0,0.1111111111111111,0.75,0.6000000000000001,0.1,0.33333333333333337,0.7999999999999999,75
0,S8340,Pooja Menon,1,0,0,0.9000000000000001,1,3,0.5333333333333334,2,0,0.1111111111111111,0.75,0.6000000000000001,0.1,0.33333333333333337,0.7999999999999999,75
0,S8165,Pooja Menon,1,0,0,0.9000000000000001,1,3,0.5333333333333334,2,0,0.1111111111111111,0.75,0.6000000000000001,0.1,0.33333333333333337,0.7999999999999999,75
0,S9226,Pranav Gupta,1,0,0,0.8800000000000001,1,2,1.0,2,0,0.1111111111111111,0.5,0.0,0.2,0.1333333333333333,0.1333333333333333,80
0,S9744,Diya Kapoor,0,0,0,0.17999999999999994,0,2,0.46666666666666673,1,1,0.2222222222222222,0.0,0.0,0.1,0.4,1.0,95
0,S9018,Krishna Yadav,0,0,0,0.15999999999999992,1,2,0.0,2,0,0.6666666666666665,0.0,0.2,0.8,0.06666666666666665,0.9333333333333335,85
0,S5540,Pooja Nair,0,0,0,0.26,1,2,0.9333333333333333,2,0,0.4444444444444445,0.0,0.0,0.5,0.19999999999999996,0.6,40
0,S6995,Aarav Kapoor,0,0,0,0.8800000000000001,1,3,0.8666666666666667,2,1,0.1111111111111111,0.0,0.4,0.8,0.6,0.1333333333333333,30
0,S7158,Pooja Menon,1,0,0,0.9000000000000001,1,3,0.5333333333333334,2,0,0.1111111111111111,0.75,0.6000000000000001,0.1,0.33333333333333337,0.7999999999999999,75
0,S9838,Rajat Patel,1,0,0,0.14000000000000012,1,1,0.6000000000000001,1,0,0.5555555555555556,0.25,0.6000000000000001,0.9,0.7333333333333333,0.0,100
0,S8230,Pooja Menon,1,0,0,0.9000000000000001,1,3,0.5333333333333334,2,0,0.1111111111111111,0.75,0.6000000000000001,0.1,0.33333333333333337,0.7999999999999999,75
0,S8377,Pranav Nair,1,0,0,0.0,0,1,0.7333333333333334,0,1,0.0,0.75,1.0,0.5,0.19999999999999996,0.33333333333333337,30
0,S9887,Pooja Bose,0,0,0,0.15999999999999992,1,2,0.6000000000000001,0,1,1.0,0.5,0.0,0.2,0.4,1.0,75
0,S5496,Laksh Nair,0,0,0,0.040000000000000036,1,1,0.3333333333333333,0,0,0.8888888888888888,0.25,0.2,0.9,0.33333333333333337,0.19999999999999996,45
0,S9497,Krishna Reddy,0,0,0,0.48,1,0,0.0,1,1,0.8888888888888888,0.0,0.6000000000000001,0.9,0.8666666666666668,0.6666666666666666,75
0,S4766,Meera Reddy,1,0,1,0.6000000000000001,1,2,1.0,2,1,0.8888888888888888,0.75,1.0,1.0,0.0,0.7333333333333333,90
0,S5121,Tanmay Thakur,0,0,1,0.10000000000000009,1,2,0.2,0,1,0.6666666666666665,0.25,0.8,0.2,0.2666666666666667,0.7999999999999999,35
0,S5440,Ishaan Iyer,1,0,1,0.14000000000000012,1,3,0.5333333333333334,2,0,1.0,0.75,0.4,0.9,0.06666666666666665,0.2666666666666667,45
0,S5473,Zara Chopra,0,0,1,0.45999999999999996,1,0,0.9333333333333333,0,1,0.0,0.25,0.0,0.9,0.7999999999999999,0.06666666666666665,60
0,S7466,Laksh Chopra,0,0,1,0.43999999999999995,1,0,0.0,2,1,0.7777777777777777,0.5,1.0,0.6000000000000001,0.4,0.19999999999999996,30
0,S5033,Pranav Chopra,1,0,1,0.5,0,2,0.0,1,0,0.5555555555555556,0.5,0.2,0.6000000000000001,0.33333333333333337,0.6,35
0,S7023,Ishaan Jain,0,0,1,0.24,0,2,0.5333333333333334,0,1,0.6666666666666665,0.5,0.0,0.4,0.4666666666666667,0.4666666666666667,65
0,S6856,Bhavya Verma,1,0,1,0.6600000000000001,0,0,0.13333333333333336,1,0,1.0,0.25,0.4,0.2,0.4,1.0,85
0,S9225,Pooja Patel,0,0,1,0.6600000000000001,1,3,0.6000000000000001,2,1,0.3333333333333333,0.5,0.4,0.1,0.33333333333333337,0.33333333333333337,60
0,S5812,Riya Thakur,1,0,1,0.5,0,2,0.0,1,0,0.5555555555555556,0.5,0.2,0.6000000000000001,0.33333333333333337,0.6,35
0,S7363,Bhavya Mukherjee,0,0,1,0.74,0,0,0.8,1,1,0.6666666666666665,0.0,1.0,1.0,0.9333333333333335,1.0,25
0,S9105,Pooja Sharma,1,0,1,0.96,0,1,0.06666666666666671,1,1,0.7777777777777777,1.0,1.0,0.9,0.5333333333333333,0.06666666666666665,45
0,S5301,Pooja Iyer,1,0,1,0.45999999999999996,1,0,0.9333333333333333,0,1,0.0,0.25,0.0,0.9,0.7999999999999999,0.06666666666666665,60
0,S8948,Meera Bose,0,0,1,0.14000000000000012,0,2,0.46666666666666673,2,0,0.2222222222222222,0.5,1.0,0.7000000000000001,0.0,0.2666666666666667,80
0,S6867,Laksh Singh,0,0,1,0.96,0,1,0.06666666666666671,1,1,0.7777777777777777,1.0,1.0,0.9,0.5333333333333333,0.06666666666666665,45
0,S5955,Riya Kapoor,0,0,1,0.7,0,0,0.5333333333333334,1,0,0.1111111111111111,1.0,0.6000000000000001,1.0,0.19999999999999996,0.9333333333333335,100
0,S5735,Laksh Yadav,1,0,1,0.78,1,0,0.3333333333333333,0,1,0.2222222222222222,1.0,0.8,0.0,0.6,0.06666666666666665,40
0,S4648,Pranav Nair,1,0,1,0.06000000000000005,0,3,1.0,2,0,0.7777777777777777,0.75,1.0,0.2,0.7333333333333333,0.2666666666666667,35
0,S5014,Krishna Verma,0,0,1,0.96,1,1,0.5333333333333334,0,0,0.8888888888888888,0.25,0.8,0.2,0.5333333333333333,0.5333333333333333,40
0,S9454,Rajat Mehta,1,0,1,0.24,0,2,0.5333333333333334,0,1,0.6666666666666665,0.5,0.0,0.4,0.4666666666666667,0.4666666666666667,65
0,S6273,Bhavya Tripathi,1,0,1,0.6600000000000001,0,0,0.13333333333333336,1,0,1.0,0.25,0.4,0.2,0.4,1.0,85
0,S4901,Tanmay Bhatia,0,0,1,0.43999999999999995,1,0,0.0,2,1,0.7777777777777777,0.5,1.0,0.6000000000000001,0.4,0.19999999999999996,30
0,S8424,Ved Thakur,1,0,1,0.5,0,1,0.39999999999999997,0,1,1.0,0.25,0.2,0.1,0.6,0.7333333333333333,55
0,S4547,Aarav Mehta,0,0,1,0.24,0,2,0.5333333333333334,0,1,0.6666666666666665,0.5,0.0,0.4,0.4666666666666667,0.4666666666666667,65
0,S6656,Pranav Kapoor,1,0,1,0.78,0,0,0.7333333333333334,0,0,1.0,1.0,0.4,0.5,0.9333333333333335,0.7333333333333333,25
0,S8353,Meera Bose,1,0,1,0.45999999999999996,1,0,0.9333333333333333,0,1,0.0,0.25,0.0,0.9,0.7999999999999999,0.06666666666666665,60
0,S7900,Nisha Iyer,1,0,1,0.24,0,2,0.5333333333333334,0,1,0.6666666666666665,0.5,0.0,0.4,0.4666666666666667,0.4666666666666667,65
0,S6602,Dev Singh,1,0,1,0.19999999999999996,0,3,0.5333333333333334,1,0,0.1111111111111111,1.0,0.2,0.6000000000000001,1.0,0.2666666666666667,85
0,S9267,Krishna Kapoor,0,0,1,0.7,0,0,0.5333333333333334,1,0,0.1111111111111111,1.0,0.6000000000000001,1.0,0.19999999999999996,0.9333333333333335,100
0,S5872,Dev Menon,0,0,1,0.26,0,2,0.8,0,1,0.5555555555555556,0.25,0.6000000000000001,0.30000000000000004,0.06666666666666665,0.8666666666666668,50
0,S7285,Ved Verma,0,0,1,0.5,0,1,0.39999999999999997,0,1,1.0,0.25,0.2,0.1,0.6,0.7333333333333333,55
0,S8196,Sanya Das,0,0,1,0.96,1,1,0.5333333333333334,0,0,0.8888888888888888,0.25,0.8,0.2,0.5333333333333333,0.5333333333333333,40
0,S5277,Laksh Mehta,1,0,1,0.6600000000000001,0,0,0.13333333333333336,1,0,1.0,0.25,0.4,0.2,0.4,1.0,85
0,S9770,Riya Gupta,1,0,1,0.24,0,2,0.5333333333333334,0,1,0.6666666666666665,0.5,0.0,0.4,0.4666666666666667,0.4666666666666667,65
0,S5500,Kavya Tripathi,1,0,1,0.020000000000000018,1,3,0.6000000000000001,0,0,0.8888888888888888,0.75,0.8,0.6000000000000001,0.1333333333333333,0.19999999999999996,45
0,S9501,Aryan Nair,1,0,1,0.7,0,3,0.46666666666666673,1,1,0.5555555555555556,0.0,0.4,0.7000000000000001,0.8666666666666668,0.0,85
0,S9023,Tanmay Verma,1,0,1,0.7,0,3,0.46666666666666673,1,1,0.5555555555555556,0.0,0.4,0.7000000000000001,0.8666666666666668,0.0,85
0,S8166,Krishna Iyer,1,0,1,0.06000000000000005,0,3,1.0,2,0,0.7777777777777777,0.75,1.0,0.2,0.7333333333333333,0.2666666666666667,35
0,S6695,Zara Iyer,0,0,1,0.52,0,3,0.5333333333333334,0,0,0.0,0.5,0.8,0.1,0.6,0.9333333333333335,30
0,S8924,Riya Verma,1,0,1,0.8600000000000001,1,1,0.3333333333333333,0,0,0.4444444444444445,0.75,0.6000000000000001,0.5,0.8666666666666668,1.0,60
0,S6214,Rajat Gupta,0,0,1,0.14000000000000012,1,3,0.5333333333333334,2,0,1.0,0.75,0.4,0.9,0.06666666666666665,0.2666666666666667,45
0,S5104,Riya Mehta,1,0,1,0.6000000000000001,1,1,0.26666666666666666,2,1,0.5555555555555556,0.75,0.0,0.2,0.4666666666666667,0.2666666666666667,60
0,S7578,Ved Singh,0,0,1,0.6600000000000001,1,0,0.8,2,0,0.7777777777777777,1.0,0.4,0.4,0.5333333333333333,0.4666666666666667,45
0,S9660,Zara Thakur,1,0,1,0.19999999999999996,0,3,0.5333333333333334,1,0,0.1111111111111111,1.0,0.2,0.6000000000000001,1.0,0.2666666666666667,85
0,S8628,Rajat Mukherjee,1,0,1,0.06000000000000005,0,0,0.2,0,0,0.4444444444444445,0.25,0.8,1.0,0.5333333333333333,0.33333333333333337,40
0,S9170,Aryan Das,0,0,1,0.78,0,0,0.7333333333333334,0,0,1.0,1.0,0.4,0.5,0.9333333333333335,0.7333333333333333,25
0,S5910,Rajat Das,0,0,1,0.26,0,2,0.8,0,1,0.5555555555555556,0.25,0.6000000000000001,0.30000000000000004,0.06666666666666665,0.8666666666666668,50
0,S7442,Bhavya Mukherjee,0,0,1,0.74,0,0,0.8,1,1,0.6666666666666665,0.0,1.0,1.0,0.9333333333333335,1.0,25
0,S4892,Aditi Singh,1,0,1,0.78,0,0,0.7333333333333334,0,0,1.0,1.0,0.4,0.5,0.9333333333333335,0.7333333333333333,25
0,S6838,Diya Iyer,0,0,1,0.52,0,3,0.5333333333333334,0,0,0.0,0.5,0.8,0.1,0.6,0.9333333333333335,30
0,S6275,Ved Tripathi,1,0,1,0.5,0,2,0.0,1,0,0.5555555555555556,0.5,0.2,0.6000000000000001,0.33333333333333337,0.6,35
0,S8749,Meera Bose,0,0,1,0.8800000000000001,0,0,0.7333333333333334,1,0,0.0,1.0,0.6000000000000001,0.6000000000000001,0.6666666666666666,0.06666666666666665,100
0,S9879,Meera Chopra,1,0,1,0.06000000000000005,0,3,1.0,2,0,0.7777777777777777,0.75,1.0,0.2,0.7333333333333333,0.2666666666666667,35
0,S5058,Tanmay Kapoor,1,0,1,0.6600000000000001,1,3,0.6000000000000001,2,1,0.3333333333333333,0.5,0.4,0.1,0.33333333333333337,0.33333333333333337,60
0,S9154,Pooja Tripathi,0,0,1,0.7,0,3,0.46666666666666673,1,1,0.5555555555555556,0.0,0.4,0.7000000000000001,0.8666666666666668,0.0,85
0,S9869,Tanmay Sharma,1,0,1,0.26,0,2,0.8,0,1,0.5555555555555556,0.25,0.6000000000000001,0.30000000000000004,0.06666666666666665,0.8666666666666668,50
0,S6483,Ved Menon,0,0,2,0.96,1,3,0.8,0,0,0.8888888888888888,0.5,0.0,0.9,1.0,0.19999999999999996,65
0,S4585,Zara Mehta,0,0,2,0.0,1,3,0.0,0,0,0.7777777777777777,0.75,1.0,0.5,0.4,0.33333333333333337,70
0,S8819,Rajat Yadav,0,0,2,0.5800000000000001,1,3,0.46666666666666673,0,0,0.2222222222222222,1.0,0.0,0.8,0.7999999999999999,0.2666666666666667,75
0,S7903,Krishna Nair,1,0,2,0.6600000000000001,0,1,0.13333333333333336,1,1,0.1111111111111111,0.5,1.0,0.4,0.7333333333333333,0.33333333333333337,25
0,S7606,Aryan Verma,0,0,2,0.94,1,0,0.13333333333333336,1,0,0.0,0.75,0.8,0.8,0.8666666666666668,0.6,45
0,S9435,Rajat Menon,0,0,2,0.040000000000000036,0,1,0.46666666666666673,2,1,0.5555555555555556,0.5,1.0,0.7000000000000001,0.7999999999999999,0.1333333333333333,70
0,S9221,Diya Kapoor,1,0,2,0.06000000000000005,0,0,0.6666666666666667,0,1,0.2222222222222222,0.75,0.6000000000000001,0.30000000000000004,0.06666666666666665,0.6,50
0,S8589,Pranav Bhatia,0,0,2,0.14000000000000012,0,2,0.0,0,0,0.2222222222222222,0.0,0.8,0.1,1.0,0.4666666666666667,45
0,S4531,Nisha Gupta,0,0,2,0.45999999999999996,1,1,1.0,0,0,0.4444444444444445,0.5,0.8,0.0,0.5333333333333333,0.5333333333333333,25
0,S4432,Rajat Bhatia,1,0,2,0.040000000000000036,0,2,0.5333333333333334,0,0,0.3333333333333333,0.5,1.0,0.9,0.5333333333333333,0.9333333333333335,35
0,S5513,Kavya Bhatia,0,0,2,0.43999999999999995,0,1,0.2,2,0,0.4444444444444445,0.0,0.6000000000000001,1.0,0.4,0.5333333333333333,100
0,S6550,Krishna Nair,0,0,2,0.14000000000000012,0,2,0.0,0,0,0.2222222222222222,0.0,0.8,0.1,1.0,0.4666666666666667,45
0,S7678,Ved Yadav,1,0,2,0.0,1,3,0.0,0,0,0.7777777777777777,0.75,1.0,0.5,0.4,0.33333333333333337,70
0,S8316,Meera Reddy,0,0,2,0.41999999999999993,0,2,0.3333333333333333,2,1,0.0,0.75,0.4,0.8,0.9333333333333335,0.6666666666666666,50
0,S6893,Sanya Yadav,1,0,2,0.94,1,0,0.13333333333333336,1,0,0.0,0.75,0.8,0.8,0.8666666666666668,0.6,45
0,S4826,Aarav Mehta,0,0,2,0.040000000000000036,0,2,0.5333333333333334,0,0,0.3333333333333333,0.5,1.0,0.9,0.5333333333333333,0.9333333333333335,35
0,S4537,Dev Nair,0,0,2,0.06000000000000005,0,0,0.6666666666666667,0,1,0.2222222222222222,0.75,0.6000000000000001,0.30000000000000004,0.06666666666666665,0.6,50
0,S6534,Bhavya Reddy,0,0,2,0.45999999999999996,1,1,1.0,0,0,0.4444444444444445,0.5,0.8,0.0,0.5333333333333333,0.5333333333333333,25
0,S9242,Aditi Patel,1,0,2,0.96,1,3,0.8,0,0,0.8888888888888888,0.5,0.0,0.9,1.0,0.19999999999999996,65
0,S9700,Aryan Sharma,1,0,2,0.020000000000000018,1,2,0.39999999999999997,0,0,0.1111111111111111,0.0,0.8,0.0,0.0,0.4666666666666667,70
0,S8917,Zara Reddy,0,0,2,0.6600000000000001,0,1,0.13333333333333336,1,1,0.1111111111111111,0.5,1.0,0.4,0.7333333333333333,0.33333333333333337,25
0,S4911,Zara Jain,1,0,2,0.41999999999999993,1,1,0.6000000000000001,1,0,0.7777777777777777,0.0,0.8,0.1,0.7333333333333333,0.7999999999999999,65
0,S7938,Meera Reddy,0,0,2,0.41999999999999993,0,2,0.3333333333333333,2,1,0.0,0.75,0.4,0.8,0.9333333333333335,0.6666666666666666,50
0,S7778,Meera Reddy,0,0,2,0.41999999999999993,0,2,0.3333333333333333,2,1,0.0,0.75,0.4,0.8,0.9333333333333335,0.6666666666666666,50
0,S5853,Rajat Yadav,0,0,2,0.5800000000000001,1,3,0.46666666666666673,0,0,0.2222222222222222,1.0,0.0,0.8,0.7999999999999999,0.2666666666666667,75
0,S5745,Sanya Yadav,1,0,2,0.94,1,0,0.13333333333333336,1,0,0.0,0.75,0.8,0.8,0.8666666666666668,0.6,45
0,S7236,Ved Menon,0,0,2,0.96,1,3,0.8,0,0,0.8888888888888888,0.5,0.0,0.9,1.0,0.19999999999999996,65
0,S5601,Nisha Gupta,0,0,2,0.45999999999999996,1,1,1.0,0,0,0.4444444444444445,0.5,0.8,0.0,0.5333333333333333,0.5333333333333333,25
0,S8041,Meera Reddy,0,0,2,0.41999999999999993,0,2,0.3333333333333333,2,1,0.0,0.75,0.4,0.8,0.9333333333333335,0.6666666666666666,50
0,S8943,Zara Jain,1,0,2,0.41999999999999993,1,1,0.6000000000000001,1,0,0.7777777777777777,0.0,0.8,0.1,0.7333333333333333,0.7999999999999999,65
0,S9585,Zara Reddy,0,0,2,0.6600000000000001,0,1,0.13333333333333336,1,1,0.1111111111111111,0.5,1.0,0.4,0.7333333333333333,0.33333333333333337,25
0,S9131,Bhavya Reddy,0,0,2,0.45999999999999996,1,1,1.0,0,0,0.4444444444444445,0.5,0.8,0.0,0.5333333333333333,0.5333333333333333,25
0,S9142,Bhavya Reddy,0,0,2,0.45999999999999996,1,1,1.0,0,0,0.4444444444444445,0.5,0.8,0.0,0.5333333333333333,0.5333333333333333,25
0,S6091,Rajat Menon,0,0,2,0.040000000000000036,0,1,0.46666666666666673,2,1,0.5555555555555556,0.5,1.0,0.7000000000000001,0.7999999999999999,0.1333333333333333,70
0,S9629,Rajat Menon,0,0,2,0.040000000000000036,0,1,0.46666666666666673,2,1,0.5555555555555556,0.5,1.0,0.7000000000000001,0.7999999999999999,0.1333333333333333,70
0,S8189,Aryan Verma,0,0,2,0.94,1,0,0.13333333333333336,1,0,0.0,0.75,0.8,0.8,0.8666666666666668,0.6,45
0,S5759,Krishna Nair,1,0,2,0.6600000000000001,0,1,0.13333333333333336,1,1,0.1111111111111111,0.5,1.0,0.4,0.7333333333333333,0.33333333333333337,25
0,S6689,Diya Kapoor,1,0,2,0.06000000000000005,0,0,0.6666666666666667,0,1,0.2222222222222222,0.75,0.6000000000000001,0.30000000000000004,0.06666666666666665,0.6,50
0,S6839,Zara Reddy,0,0,2,0.6600000000000001,0,1,0.13333333333333336,1,1,0.1111111111111111,0.5,1.0,0.4,0.7333333333333333,0.33333333333333337,25
0,S5267,Ved Menon,0,0,2,0.96,1,3,0.8,0,0,0.8888888888888888,0.5,0.0,0.9,1.0,0.19999999999999996,65
0,S5681,Diya Kapoor,1,0,2,0.06000000000000005,0,0,0.6666666666666667,0,1,0.2222222222222222,0.75,0.6000000000000001,0.30000000000000004,0.06666666666666665,0.6,50
0,S4886,Krishna Nair,0,0,2,0.14000000000000012,0,2,0.0,0,0,0.2222222222222222,0.0,0.8,0.1,1.0,0.4666666666666667,45
0,S4821,Meera Reddy,0,0,2,0.41999999999999993,0,2,0.3333333333333333,2,1,0.0,0.75,0.4,0.8,0.9333333333333335,0.6666666666666666,50
0,S7672,Aryan Sharma,1,0,2,0.020000000000000018,1,2,0.39999999999999997,0,0,0.1111111111111111,0.0,0.8,0.0,0.0,0.4666666666666667,70
0,S8167,Diya Kapoor,1,0,2,0.06000000000000005,0,0,0.6666666666666667,0,1,0.2222222222222222,0.75,0.6000000000000001,0.30000000000000004,0.06666666666666665,0.6,50
0,S6830,Diya Kapoor,1,0,2,0.06000000000000005,0,0,0.6666666666666667,0,1,0.2222222222222222,0.75,0.6000000000000001,0.30000000000000004,0.06666666666666665,0.6,50
0,S7230,Zara Jain,1,0,2,0.41999999999999993,1,1,0.6000000000000001,1,0,0.7777777777777777,0.0,0.8,0.1,0.7333333333333333,0.7999999999999999,65
0,S8587,Rajat Menon,0,0,2,0.040000000000000036,0,1,0.46666666666666673,2,1,0.5555555555555556,0.5,1.0,0.7000000000000001,0.7999999999999999,0.1333333333333333,70
0,S4945,Meera Reddy,0,0,2,0.41999999999999993,0,2,0.3333333333333333,2,1,0.0,0.75,0.4,0.8,0.9333333333333335,0.6666666666666666,50
0,S8893,Dev Nair,0,0,2,0.06000000000000005,0,0,0.6666666666666667,0,1,0.2222222222222222,0.75,0.6000000000000001,0.30000000000000004,0.06666666666666665,0.6,50
0,S4366,Aryan Sharma,1,0,2,0.020000000000000018,1,2,0.39999999999999997,0,0,0.1111111111111111,0.0,0.8,0.0,0.0,0.4666666666666667,70
0,S9835,Diya Kapoor,1,0,2,0.06000000000000005,0,0,0.6666666666666667,0,1,0.2222222222222222,0.75,0.6000000000000001,0.30000000000000004,0.06666666666666665,0.6,50
0,S6131,Aditi Patel,1,0,2,0.96,1,3,0.8,0,0,0.8888888888888888,0.5,0.0,0.9,1.0,0.19999999999999996,65
0,S7326,Aryan Sharma,1,0,2,0.020000000000000018,1,2,0.39999999999999997,0,0,0.1111111111111111,0.0,0.8,0.0,0.0,0.4666666666666667,70
0,S7215,Nisha Gupta,0,0,2,0.45999999999999996,1,1,1.0,0,0,0.4444444444444445,0.5,0.8,0.0,0.5333333333333333,0.5333333333333333,25
